id,output
2317,(ORDER set meup (PIZZAORDER with a (QUANTITY large ) banana (TOPPING peppers ) and oregano (TOPPING pie ) with light (QUANTITY on ) (TOPPING the ) roasted toatoes ) )
2318,(ORDER (PIZZAORDER begin an order for (NUMBER 1 ) (SIZE large ) pizza with (TOPPING green ) peppers sriracha sauce and black (TOPPING olives ) and two (NUMBER large ) (SIZE Lemonade ) (DRINKTYPE and two ) large (NUMBER ice ) (SIZE teas ) ) )
2319,(ORDER (PIZZAORDER (NUMBER 3 ) xl pizzas (TOPPING with ) arugula mushroom (NOT (TOPPING without ) olives ) ) )
2320,(ORDER i'll just (PIZZAORDER (NUMBER take ) (SIZE nine ) pies with (TOPPING tofu ) and (TOPPING onions ) but no pepperoni ) )
2321,(ORDER (PIZZAORDER put in an (TOPPING orderfor ) furteen med (TOPPING pizzas ) with stuffed (TOPPING crust ) but (TOPPING onion ) (TOPPING and ) hot peppers (TOPPING and ) a large (SIZE pizza ) with mushrooms and sausage ) )
2322,(ORDER i need (PIZZAORDER to put in (NUMBER anorder ) for a (NUMBER medium-sized ) (SIZE pie ) (SIZE with ) arugula and pineapples (TOPPING and ) no sausage ) )
2323,(ORDER i am (PIZZAORDER (NUMBER just ) (STYLE ordering ) soft drinks (TOPPING tonight ) give me (QUANTITY a ) small (TOPPING green ) (TOPPING bell ) peppers pizza with (QUANTITY a ) little (TOPPING bit ) hamburger ) )
2324,(ORDER (PIZZAORDER how about grabbing (NUMBER 9 ) diet spries large-size (NUMBER 9 ) (SIZE cokes ) also (DRINKTYPE large-size and ) then (NUMBER just ) (SIZE two ) pepsis ) )
2325,(ORDER (PIZZAORDER today i (NUMBER just ) need 11 (TOPPING xl ) pizzas (NUMBER with ) (DRINKTYPE one ) Pomeganate juice ) )
2326,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE personal ) (TOPPING pepperonis ) pizza and (NUMBER 1 ) (SIZE personal ) (TOPPING goat ) cheese pizza ) )
2327,(ORDER hook me (PIZZAORDER up with (NUMBER a ) pizza along (TOPPING with ) pineapple ham without peppers ) )
2328,(ORDER i'm leaning (PIZZAORDER (NUMBER toward ) a pizza (NUMBER with ) green pepper (TOPPING peppers ) and no chicken ) )
2329,(ORDER i'd like an (PIZZAORDER (NUMBER order ) plaed for (TOPPING a ) xl pizza (NUMBER with ) chicken sausage (TOPPING and ) a little (NUMBER cheese ) ) )
2330,(ORDER i'll go (PIZZAORDER for ten pizzas (NUMBER with ) (DRINKTYPE mushrooms ) three (NUMBER Ginger ) (DRINKTYPE beer ) and four extra (NUMBER large ) (SIZE diet ) sprites ) )
2331,(ORDER i will (PIZZAORDER try (NUMBER the ) (NUMBER nine ) large-size pizzas along with sweet (TOPPING potatoes ) and (TOPPING tuna ) ) )
2332,(ORDER sort me (PIZZAORDER out with (NUMBER a ) small pizza with (TOPPING broccoli ) and (QUANTITY a ) tiny bit of bacon (TOPPING only ) no mushrooms ) )
2333,(ORDER (PIZZAORDER (NUMBER for ) today i (QUANTITY justwant ) (TOPPING 8 ) medium-sized specialty (SIZE new ) york style pizzas ) )
2334,(ORDER i will (PIZZAORDER go (NUMBER for ) (NUMBER 1 ) (SIZE personal ) pizza with (TOPPING meatball ) and (TOPPING sriracha ) sauce and no pineapple ) )
2335,(ORDER plase get (PIZZAORDER me pie along with (TOPPING tomato ) sauce vegan pepperoni but no ham ) )
2336,(ORDER (PIZZAORDER (NUMBER pleae ) i want (NOT (TOPPING jalapenos ) arugula without (NOT (TOPPING sun-dried ) tomatoes pizza ) ) )
2337,(ORDER would like (PIZZAORDER (NUMBER ten ) (SIZE medium ) mushrooms and (TOPPING ham ) pizzas with no (NOT (TOPPING jaleeno ) peppers ) ) )
2338,(ORDER (PIZZAORDER for today just (QUANTITY want ) a small (TOPPING ice ) teas with a sausage and (TOPPING onion ) pizza with a (TOPPING little ) cheese ) )
2339,(ORDER (PIZZAORDER (NUMBER for ) today i just (NUMBER want ) (SIZE 5 ) extra large pizzas with (TOPPING pepperoni ) and sausage one (SIZE extra ) large pizza with sausage and mushrooms and one large pizza with sausage and green ) )
2340,(ORDER i'll (PIZZAORDER go (NUMBER ahead ) (TOPPING and ) order (NUMBER a ) sall pizza (TOPPING with ) lettuce (TOPPING trufle ) (TOPPING oil ) and more cheese ) )
2341,(ORDER i need (PIZZAORDER (NUMBER you ) to order me (NUMBER one ) meium pizza (TOPPING and ) make (TOPPING that ) with banana (TOPPING peppers ) and caramelized onions but leave off the olives if you can ) )
2342,(ORDER (PIZZAORDER (NUMBER 14 ) lage pizzas (TOPPING with ) bbq (TOPPING chicken ) and sweet potatoes ) )
2343,(ORDER could i settle (PIZZAORDER (NUMBER on ) (SIZE a ) extra large pizza with (TOPPING mushrooms ) and (QUANTITY extra ) (TOPPING cheese ) but no sausage ) )
2344,(ORDER (PIZZAORDER place my order for (NUMBER a ) (DRINKTYPE exta ) large (NUMBER cheeseburger ) (DRINKTYPE and ) olies (NUMBER pizza ) (DRINKTYPE with ) peppers ) )
2345,(ORDER (PIZZAORDER (NUMBER good ) evening i (NOT (TOPPING want ) to order (NUMBER a ) (SIZE medium-size ) pizza with mushrooms green (TOPPING olives ) but do not (NUMBER add ) (TOPPING tuna ) in that ) ) )
2346,(ORDER fetch me (PIZZAORDER (NUMBER a ) (SIZE small ) pie with (TOPPING beef ) and (TOPPING prosciutto ) but no heavy (NOT (TOPPING on ) cheese please ) ) )
2347,(ORDER i would like (PIZZAORDER (STYLE to ) try (NUMBER the ) a pizza with (TOPPING ricotta ) cheese ) )
2348,(ORDER i will (PIZZAORDER (NUMBER get ) (SIZE four ) (STYLE combination ) pizzas with (QUANTITY all ) the (TOPPING meats ) on them ) )
2349,(ORDER (PIZZAORDER i think i'll order (NOT (TOPPING a ) medium-size (NUMBER banana ) (SIZE pepper ) pizza with (TOPPING feta ) and black olives (TOPPING a ) large (TOPPING all ) the veggies (QUANTITY pizza ) and (TOPPING three ) large coconut waer ) ) )
2350,(ORDER can i have (PIZZAORDER (NUMBER a ) (STYLE med ) pizza and (TOPPING please ) for toppings i'll take (TOPPING peppers ) and red onon (TOPPING and ) i'd like big meat thank you ) )
2351,(ORDER i just want (PIZZAORDER eleven pizzas (TOPPING with ) red peppers and (TOPPING chicken ) and leave off the mushrooms ) )
2352,(ORDER (PIZZAORDER can you sort (NUMBER out ) (NUMBER 1 ) (SIZE lunch ) pizza with (TOPPING roasted ) tomatoes and (TOPPING crrots ) 1 lunch (QUANTITY pizza ) with (TOPPING ham ) and (NUMBER pineapple ) (NUMBER and ) two medium lemon ice tea ) )
2353,(ORDER (PIZZAORDER (NUMBER for ) this afternoon (NOT (TOPPING i ) think i'd like a (NUMBER lunch ) (SIZE pizza ) and i (TOPPING want ) grlic powder (NOT (TOPPING lttle ) cheese and also some ham as (TOPPING well ) all of that thanks ) ) )
2354,(ORDER please may i (PIZZAORDER have (NUMBER a ) pizza along (TOPPING with ) ham dep dish (NOT (TOPPING but ) no broccoli ) ) )
2355,(ORDER i will (PIZZAORDER (NUMBER go ) for a (TOPPING pie ) (TOPPING in ) xl (QUANTITY size ) with (TOPPING pckled ) onions and ham but without chicken ) )
2356,(ORDER i'll just (PIZZAORDER (NUMBER take ) (SIZE 12 ) (STYLE komucha ) with five xl (NUMBER diet ) (NUMBER sprites ) and (DRINKTYPE one coke ) ) )
2357,(ORDER i need (PIZZAORDER (NUMBER to ) (NUMBER have ) a lunch (TOPPING sun-dried ) tomatoes pie with red (TOPPING onion ) and oegano ) )
2358,(ORDER i want (PIZZAORDER (NUMBER to ) (SIZE a ) large-size pizza with tomatoes and (TOPPING italian ) sausage (TOPPING no ) jalepeos ) )
2359,(ORDER (PIZZAORDER (NUMBER my ) order for (TOPPING today ) is fr (NUMBER thre ) (SIZE medium-size ) peppers pizzas ) )
2360,(ORDER (PIZZAORDER let's make t a (NUMBER cumin ) and bacon (NUMBER extra ) (SIZE arge ) (TOPPING pizza ) and a (NUMBER pineapple ) (DRINKTYPE and ) cumin (NUMBER medium ) pizza ) )
2361,(ORDER this order is (PIZZAORDER for (NUMBER a ) (SIZE lunch ) pizza with (TOPPING chad ) and i guess mushrooms and please hold (NOT (TOPPING the ) bacon that's great ) ) )
2362,(ORDER (PIZZAORDER (NUMBER hello ) today i'd like to order a (NUMBER large-size ) (SIZE red ) onion and red cabbage pie with (TOPPING no ) black olives please ) )
2363,(ORDER (PIZZAORDER let's deide on (NUMBER 1 ) (SIZE extra ) large pizza with (TOPPING roasted ) eggplant and onions and a second (SIZE extra ) (SIZE large ) pizza with roasted eggplant and mushrooms ) )
2364,(ORDER (PIZZAORDER we need (NUMBER a ) (SIZE large-size ) pizza and i want (TOPPING a ) drizzle srimp sauce and srimp but no olives thanks ) )
2365,(ORDER can ou order (PIZZAORDER (NUMBER 1 ) pie with (TOPPING tomatoe ) sauce olives and goat (TOPPING cheese ) please ) )
2366,(ORDER i would (PIZZAORDER take (SIZE 1 ) extra (TOPPING lrge ) green olives and sausage (TOPPING pie ) with no pineapple ) )
2367,(ORDER ineed medium (PIZZAORDER (NUMBER 1 ) (SIZE pizza ) with doble (TOPPING jalepeno ) (TOPPING pepers ) and onion (TOPPING and ) two coke ) )
2368,(ORDER (PIZZAORDER (TOPPING hey ) orer me (NUMBER two ) (SIZE med ) vegan pies with green pepper and garlic pwder ) )
2369,(ORDER i'm in (PIZZAORDER (NUMBER the ) mood for (NOT (TOPPING a ) peas and (TOPPING lemon ) zest (TOPPING pizza ) without ba leaves ) ) )
2370,(ORDER i feel (PIZZAORDER (NUMBER lke ) having a (NUMBER pie ) with mushy (TOPPING peas ) sun-dried tomatoes (NOT (TOPPING and ) no broccoli ) ) )
2371,(ORDER i just want (PIZZAORDER (SIZE 12 ) large-size pizzas with goat cheese (TOPPING and ) arugula ) )
2372,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE extra ) (STYLE lrge ) pizza with gruyere (TOPPING cheese ) and green peppers ) )
2373,(ORDER (PIZZAORDER (NUMBER my ) order for (TOPPING today ) is for (NUMBER one ) (SIZE medium-size ) pizza with feta cheese (TOPPING and ) sweet potatoes one (SIZE medium-size ) pizza with feta cheese sweet potatoes and mushrooms and one medium pizza ) )
2374,(ORDER i'd be (PIZZAORDER (NUMBER interested ) in a xl (NUMBER pie ) which has (TOPPING sweet ) (TOPPING corn ) and (TOPPING hot ) peppers tuna ) )
2375,(ORDER (PIZZAORDER may i please have (NUMBER a ) prsonal cherry (TOPPING tomatoes ) pie with extra (NUMBER hummus ) (SIZE no ) red onios (NOT (TOPPING though ) ) ) )
2376,(ORDER i'll have (PIZZAORDER 1 med (NUMBER pie ) (TOPPING with ) salami olives (TOPPING and ) ham please ) )
2377,(ORDER (PIZZAORDER i 'd (NUMBER like ) to gt a (NUMBER large-ize ) (SIZE pizza ) with red cabbage lmon (TOPPING zest ) green peppers and hot peppers ) )
2378,(ORDER i need (PIZZAORDER to (NUMBER order ) (NUMBER a ) xl pizza with (TOPPING prosciutto ) lemon zest mushrooms bacon and onions and (NUMBER one ) xl (NUMBER ice ) (NUMBER tea ) with no sugar and one xl iced tea ) )
2379,(ORDER tonight want (PIZZAORDER (NUMBER a ) pie with (TOPPING spicy ) red sauce and (NUMBER heavy ) on cheese with no (NOT (STYLE tuna ) ) ) )
2380,(ORDER (PIZZAORDER please i would (NUMBER like ) (SIZE a ) medium-sized cheddar (TOPPING cheese ) and green olives (TOPPING pie ) with no peppers please ) )
2381,(ORDER i feel (PIZZAORDER (NUMBER like ) going with (QUANTITY a ) (TOPPING extr ) large (NUMBER size ) pizza with caramelized (TOPPING onions ) and a (NUMBER ot ) of anchovies but (NOT (TOPPING no ) sausage please ) ) )
2382,(ORDER (PIZZAORDER make an orderfor (NUMBER a ) pizza and (TOPPING make ) it medium-sized (NUMBER with ) (SIZE goat ) cheese and bell pepers definitely no chicken (NOT (TOPPING on ) there thanks much ) ) )
2383,(ORDER i wanted (PIZZAORDER t (NUMBER have ) a pizza with (TOPPING new ) york stye and spicyred (TOPPING sauce ) but avoid aditional cheese please ) )
2384,(ORDER i'd like (PIZZAORDER (NUMBER a ) (NUMBER small ) (NUMBER margarita ) pizza (STYLE with ) all the (QUANTITY meats ) and (TOPPING a ) large (QUANTITY wter ) ) )
2385,(ORDER (DRINKORDER get me please (NUMBER 1 ) (DRINKTYPE chocolate ) milk (NUMBER two ) (DRINKTYPE dr peppers ) and (NUMBER four ) (SIZE extra ) large (DRINKTYPE pepsis ) ) )
2386,(ORDER id like (PIZZAORDER (NUMBER a ) (SIZE large-size ) pie with just cucumber (QUANTITY and ) (TOPPING pepperoni ) no olives ) )
2387,(ORDER (PIZZAORDER (NUMBER this ) (TOPPING afternoon ) i eed (NUMBER just ) (SIZE eiht ) (TOPPING pizzas ) with (TOPPING tuna ) and (TOPPING smoked ) salmon but do not (TOPPING add ) balsamic glaze ) )
2388,(ORDER let me finalize (PIZZAORDER with a (TOPPING pie ) in med size along with arugla and ham but without olives ) )
2389,(ORDER (PIZZAORDER do me (NUMBER a ) favor and (TOPPING get ) me (NUMBER a ) smal pizza with (TOPPING pepperoni ) tomato and (TOPPING goat ) cheese ) )
2390,(ORDER (PIZZAORDER can ou order (NUMBER me ) (STYLE a ) med yellw peppers (TOPPING pizza ) with ligh (TOPPING on ) cheese and no (NOT (TOPPING olives ) ) ) )
2391,(ORDER (PIZZAORDER (NUMBER for ) today please mak me 3 (NUMBER large ) (SIZE Sparkling ) (DRINKTYPE lemonade two ) pepsis (NUMBER and ) (DRINKTYPE then ) five (NUMBER large ) (SIZE diet ) (DRINKTYPE cokes ) ) )
2392,(ORDER i feel (PIZZAORDER like (NUMBER ordering ) (SIZE a ) (TOPPING extra ) (TOPPING arge ) cumin and (TOPPING italian ) sausage pie without banana (NOT (TOPPING peppers ) please ) ) )
2393,(ORDER i'm going (PIZZAORDER (NUMBER to ) (STYLE go ) with a pizza (NUMBER with ) roasted garlc (TOPPING and ) bacon toppings (TOPPING but ) please don't put any onions on it ) )
2394,(ORDER (PIZZAORDER (NUMBER a ) (SIZE pizza ) extra large sized with light (TOPPING roasted ) red peppers (TOPPING bay ) leaves and (TOPPING black ) olives added ) )
2395,(ORDER i would like (PIZZAORDER to try the (NUMBER a ) (SIZE small ) duck and (TOPPING ricotta ) cheese pizza and (NOT (TOPPING no ) onions please ) ) )
2396,(ORDER i'm ready (PIZZAORDER (NUMBER to ) have 10 pizzas (NUMBER with ) the arugula (TOPPING and ) blue cheese (TOPPING feta ) as my base please ) )
2397,(ORDER i'd (PIZZAORDER love (NUMBER to ) have a pizza (NUMBER with ) italian sausage hot peppers and carots please ) )
2398,(ORDER (PIZZAORDER (NUMBER for ) today i just (TOPPING want ) a thin (TOPPING crust ) (TOPPING beef ) pizza and no crrots please ) )
2399,(ORDER i'll o (PIZZAORDER (NUMBER with ) a lunh (NUMBER pie ) along with (TOPPING parmasean ) and some a little (QUANTITY cheese ) and (TOPPING pesto ) ) )
2400,(ORDER i prefer (PIZZAORDER to have (NUMBER six ) xl pizzas (TOPPING with ) chard green bell peppers and pesto ) )
2401,(ORDER (PIZZAORDER (NUMBER 7 ) (SIZE extra ) large shrimp and (TOPPING basil ) pizzas (NUMBER with ) a two liter of ice tea with no sugar ) )
2402,(ORDER i'll make (PIZZAORDER (NUMBER my ) choice (TOPPING as ) a xl (NUMBER pizza ) with sauce ) )
2403,(ORDER i ned (PIZZAORDER (NUMBER a ) (STYLE exra ) large gluten-free (TOPPING crust ) (TOPPING pepperoni ) ham and bacon pizza ) )
2404,(ORDER giv me a (PIZZAORDER (NUMBER roasted ) (TOPPING tomatoes ) and low (TOPPING fat ) cheese pie with no (NOT (STYLE red ) cabbge ) ) )
2405,(ORDER i'd like (PIZZAORDER to place an order for a large (NUMBER leeks ) (SIZE and ) prosciutto pie (NUMBER with ) extra cheese ) )
2406,(ORDER (PIZZAORDER repeat my last order of 13 (TOPPING tomato ) sace and (TOPPING tuna ) pizza with light (QUANTITY on ) (TOPPING the ) cheese ) )
2407,(ORDER (PIZZAORDER (NUMBER this ) order is for (NUMBER 4 ) (SIZE large ) (DRINKTYPE pepperoni ) pizzas (TOPPING with ) onions and green olives (NUMBER and ) (VOLUME a two ) (DRINKTYPE liter ) bottle of dit pepsis ) )
2408,(ORDER (PIZZAORDER do me (NUMBER a ) favor and (TOPPING please ) put up (NUMBER a ) extra lare pizza (TOPPING with ) mushy (TOPPING peas ) and mushrooms without any (NOT (TOPPING peppers ) ) ) )
2409,(ORDER i would (PIZZAORDER like (NUMBER have ) (NUMBER a ) extra lrge pie with mushrooms (TOPPING banana ) pepers and no (NOT (TOPPING onions ) please ) ) )
2410,(ORDER lets get (PIZZAORDER (NUMBER a ) xl pizza with (TOPPING pineapple ) (TOPPING sausage ) and no (NOT (TOPPING mushrooms ) ) ) )
2411,(ORDER (PIZZAORDER (NUMBER good ) evening how (TOPPING are ) you please put (NUMBER up ) (DRINKTYPE 1 diet ) coke (NUMBER and ) (DRINKTYPE six ) fantas (NUMBER with ) (SIZE extra ) (DRINKTYPE lrge diet ) sprite ) )
2412,(ORDER i want (PIZZAORDER (NUMBER you ) to put in (NUMBER an ) (DRINKTYPE order ) for (NUMBER 14 ) (NUMBER med ) (SIZE size ) (DRINKTYPE pizzas ) with (NUMBER three ) (DRINKTYPE Macchiatos ) ) )
2413,(ORDER (PIZZAORDER (NUMBER four ) xl pizzas with duck (TOPPING and ) hot peppers ) )
2414,(ORDER i'm (PIZZAORDER leaning (NUMBER toward ) 1 pie (NUMBER which ) has meatball (TOPPING and ) roasted (TOPPING eggplant ) and i don't want onions ) )
2415,(ORDER i wish to (PIZZAORDER have 1 pizza with (QUANTITY a ) little (TOPPING banana ) peppers parsley (TOPPING and ) pepperoni thanks ) )
2416,(ORDER let me (PIZZAORDER finalize with 11 lare (TOPPING pizzas ) i want pickled (TOPPING onions ) on all (STYLE of ) them as well as ham thanks ) )
2417,(ORDER i (PIZZAORDER think i'll take (TOPPING 1 ) large (NUMBER olive ) (SIZE and ) (DRINKTYPE red ) onions (TOPPING pizza ) with a (NUMBER medium ) (VOLUME coca-cola and ) (DRINKTYPE ice tea ) ) )
2418,(ORDER (PIZZAORDER (NUMBER repeat ) my fvorite order (TOPPING of ) (TOPPING a ) large (QUANTITY pie ) with green bell (TOPPING peppers ) and black (TOPPING olives ) but please leave off mint ) )
2419,(ORDER i hve (PIZZAORDER one (NUMBER small ) (SIZE pie ) with broccoli (TOPPING and ) shrimp (TOPPING but ) avoid parmasean ) )
2420,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium-size ) pizza with green canadian (TOPPING acon ) green bell peppers (TOPPING canadian ) acon and onions ) )
2421,(ORDER ihave a (PIZZAORDER personal (NUMBER pizza ) (SIZE for ) toppings i (TOPPING want ) gree peppers no (NOT (TOPPING onions ) and i want the mexican style i love that that's it ) ) )
2422,(ORDER i like (PIZZAORDER (NUMBER a ) (SIZE extra ) large pizza with (QUANTITY extra ) lamb and (TOPPING red ) cabbage and no (NOT (TOPPING bacon ) please ) ) )
2423,(ORDER (PIZZAORDER i would lik have 1 (TOPPING pizza ) and some (QUANTITY extra ) (SIZE shrimp ) (TOPPING cucumber ) but please avoid roasted tomatoes ) )
2424,(ORDER can i order (PIZZAORDER (NUMBER a ) pizza and (TOPPING make ) it (TOPPING veggies ) lovr (TOPPING style ) also i want additional (TOPPING peppers ) but no pesto that's all ) )
2425,(ORDER ill try (PIZZAORDER the (NUMBER a ) (SIZE lunch ) pizza i'd love (NOT (TOPPING pesto ) on it and i love (TOPPING vegetarian ) please do (NUMBER not ) (NOT (TOPPING put ) any truffle oil on there i don't like truffle oil ) ) )
2426,(ORDER i'd love (PIZZAORDER (NUMBER to ) try (TOPPING out ) a pan (TOPPING pizza ) (TOPPING topped ) with parmsan (TOPPING and ) chicken ) )
2427,(ORDER i would (PIZZAORDER (NUMBER take ) (STYLE a ) xl pizza with (TOPPING cheddar ) cheese (TOPPING black ) olive but no parsley ) )
2428,(ORDER let me (PIZZAORDER pick (NUMBER a ) (SIZE large ) with pickled onons (TOPPING bacon ) and a (NUMBER drizze ) (DRINKTYPE cheese ) ) )
2429,(ORDER please put (PIZZAORDER up (NUMBER 1 ) persnal pie (TOPPING with ) truffle oil (TOPPING tuna ) and olives ) )
2430,(ORDER (PIZZAORDER let me (TOPPING pik ) pepperoni olves without chicken (NOT (TOPPING in ) small pizza ) ) )
2431,(ORDER i (PIZZAORDER would (NUMBER love ) to have (NUMBER a ) (SIZE extra ) large pizza along (TOPPING with ) yellow peppers parmasean but hold (NOT (TOPPING blue ) cheese ) ) )
2432,(ORDER i'm in (PIZZAORDER (NUMBER the ) mood to (NOT (TOPPING try ) two dr (NUMBER ppper ) (DRINKTYPE and one ) large (NUMBER pizza ) (NUMBER with ) (SIZE carrots ) (DRINKTYPE roasted ) eggplant and mushrooms on it ) ) )
2433,(ORDER i would (PIZZAORDER (NUMBER like ) to try (TOPPING 9 ) pizzas with (TOPPING gruyere ) cheese and everything (TOPPING peppers ) ) )
2434,(ORDER (PIZZAORDER i've decided (TOPPING on ) a xl (TOPPING onions ) and hot (TOPPING peppers ) pizza ) )
2435,(ORDER (PIZZAORDER i thin i'll order (NOT (TOPPING a ) medium-size (NUMBER margarita ) (SIZE pizza ) and two small Hot chocoate ) ) )
2436,(ORDER lt me (PIZZAORDER try (NUMBER a ) (SIZE large-size ) pizza and i'll try (TOPPING it ) with (TOPPING poppy ) seeds pepperoni (TOPPING as ) well as tuna thanks a lot ) )
2437,(ORDER let's go with (PIZZAORDER (NUMBER two ) (NUMBER medium-size ) pizzas with a tiny bi (QUANTITY of ) sausage and no artichoes ) )
