order,output
2330,(ORDER i'll go (PIZZAORDER for ten pizzas (NUMBER with ) mushrooms three (TOPPING Ginger ) beer (NUMBER and ) (DRINKTYPE four ) extra (NUMBER large ) (SIZE diet ) sprites ) )
2331,(ORDER i will (PIZZAORDER try the (NUMBER nine ) (SIZE large-size ) pizzas along with sweet potatoes (TOPPING and ) tuna ) )
2332,(ORDER sort me (PIZZAORDER out with (NUMBER a ) (SIZE small ) pizza with (TOPPING broccoli ) and a tiny bit of bacon only no mushrooms ) )
2333,(ORDER (PIZZAORDER for today i justwant 8 medium-sized (NUMBER specialty ) (SIZE new ) york style (STYLE pizzas ) ) )
2334,(ORDER i will (PIZZAORDER go for (NUMBER 1 ) (SIZE personal ) pizza with (TOPPING meatball ) and (TOPPING sirach ) (TOPPING sauce ) and no pineapple ) )
2335,(ORDER place get (PIZZAORDER me pie along with (TOPPING tomato ) (TOPPING sauce ) (TOPPING vegan ) (TOPPING pepperoni ) but no (NOT (TOPPING ham ) ) ) )
2336,(ORDER please i (PIZZAORDER want (NOT (TOPPING jalapeños ) arugula without sundries tomatoes (NOT (TOPPING pizza ) ) ) )
2337,(ORDER would like (PIZZAORDER (NUMBER ten ) (SIZE medium ) (TOPPING mushrooms ) and (TOPPING ham ) pizzas with no (NOT (TOPPING baleen ) peppers ) ) )
2338,(ORDER (PIZZAORDER for today just want (NUMBER a ) (SIZE small ) (TOPPING ice ) teas with a (TOPPING sausage ) and (TOPPING onion ) pizza with a (QUANTITY little ) (TOPPING cheese ) ) )
2339,(ORDER (PIZZAORDER for today i just (NUMBER want ) (SIZE 5 ) (SIZE extra ) large pizzas with (TOPPING pepperoni ) and sausage (SIZE one ) (SIZE extra ) large pizza with sausage and mushrooms and one large pizza with sausage and green ) )
2340,(ORDER i'll (PIZZAORDER go ahead and order a all (SIZE pizza ) (STYLE with ) lettuce trifle (TOPPING oil ) and more (TOPPING cheese ) ) )
2341,(ORDER i need (PIZZAORDER you to order me (NUMBER one ) (SIZE medium ) pizza and make that with (TOPPING banana ) peppers and (TOPPING caramelized ) onions but leave off the olives if you can ) )
2342,(ORDER (PIZZAORDER (NUMBER 14 ) late pizzas with (TOPPING be ) (TOPPING chicken ) and (NUMBER sweet ) potatoes ) )
2343,(ORDER could i settle (PIZZAORDER on (SIZE a ) (SIZE extra ) large pizza with (TOPPING mushrooms ) and (QUANTITY extra ) (TOPPING cheese ) but no (NOT (TOPPING sausage ) ) ) )
2344,(ORDER (PIZZAORDER place my order for (NUMBER a ) (SIZE extra ) large (TOPPING cheeseburger ) and lies pizza with peppers ) )
2345,(ORDER (PIZZAORDER good evening i want to order (SIZE a ) (SIZE medium-size ) pizza with mushrooms green (TOPPING olives ) (TOPPING but ) do not add tuna (TOPPING in ) that ) )
2346,(ORDER fetch me (PIZZAORDER (NUMBER a ) (SIZE small ) pie with (TOPPING beef ) and (TOPPING prosciutto ) but no heavy on cheese please ) )
2347,(ORDER i would like (PIZZAORDER to try the (NUMBER a ) pizza with (TOPPING ricotta ) (TOPPING cheese ) ) )
2348,(ORDER i will (PIZZAORDER get (NUMBER four ) (STYLE combination ) pizzas with (STYLE all ) the (TOPPING meats ) on them ) )
2349,(ORDER (PIZZAORDER i think i'll order a medium-size (SIZE banana ) (SIZE pepper ) pizza with (STYLE feta ) and black olives (TOPPING a ) large (TOPPING all ) the veggies (SIZE pizza ) (SIZE and ) three large coconut water ) )
2350,(ORDER can i have (PIZZAORDER (NUMBER a ) me pizza and please for toppings i'll take peppers and red noon and i'd like big meat thank you ) )
2351,(ORDER i just want (PIZZAORDER eleven pizzas with (TOPPING red ) (TOPPING peppers ) and (TOPPING chicken ) and leave off the (NOT (TOPPING mushrooms ) ) ) )
2352,(ORDER (PIZZAORDER can you sort out (NUMBER 1 ) (SIZE lunch ) pizza with (TOPPING roasted ) tomatoes and carrots 1 (SIZE lunch ) pizza with (TOPPING ham ) and (TOPPING pineapple ) and (NUMBER two ) (SIZE medium ) (DRINKTYPE lemon ice ) tea ) )
2353,(ORDER (PIZZAORDER for this afternoon i think i'd like a lunch (NUMBER pizza ) (SIZE and ) i want garlic powder (TOPPING little ) cheese and (TOPPING also ) some ham as well all of that thanks ) )
2354,(ORDER please may i (PIZZAORDER have (NUMBER a ) pizza along with (TOPPING ham ) deep (TOPPING dish ) but no (NOT (TOPPING broccoli ) ) ) )
2355,(ORDER i will (PIZZAORDER go for (NUMBER a ) pie in al size with pickled onions (TOPPING and ) ham (TOPPING but ) without chicken ) )
2356,(ORDER i'll just (PIZZAORDER take (NUMBER 12 ) komucha with five al diet sprites (NUMBER and ) one (DRINKTYPE coke ) ) )
2357,(ORDER i need (PIZZAORDER to have (NUMBER a ) (SIZE lunch ) sundries tomatoes (TOPPING pie ) (TOPPING with ) red onion (TOPPING and ) oregano ) )
2358,(ORDER i want (PIZZAORDER to (SIZE a ) (SIZE large-size ) pizza with tomatoes and (TOPPING italian ) sausage (TOPPING no ) jalapeños ) )
2359,(ORDER (PIZZAORDER my order for today is fr (SIZE the ) (SIZE medium-size ) peppers pizzas ) )
2360,(ORDER (PIZZAORDER let's make t a cumin (NUMBER and ) (TOPPING bacon ) extra are (SIZE pizza ) and (TOPPING a ) pineapple (NUMBER and ) (DRINKTYPE cumin ) medium pizza ) )
2361,(ORDER this order is (PIZZAORDER for (NUMBER a ) (SIZE lunch ) pizza with chad and i guess (TOPPING mushrooms ) and please hold the (NOT (TOPPING bacon ) that's great ) ) )
2362,(ORDER (PIZZAORDER hello today i'd like to order a large-size (SIZE red ) (SIZE onion ) and red (TOPPING cabbage ) (TOPPING pie ) with (TOPPING no ) (TOPPING black ) olives please ) )
2363,(ORDER (PIZZAORDER let's decide (NUMBER on ) 1 extra (SIZE large ) (SIZE pizza ) with roasted eggplant (TOPPING and ) onions and a second extra (SIZE large ) (SIZE pizza ) with roasted eggplant and (TOPPING mushrooms ) ) )
2364,(ORDER (PIZZAORDER we need (NUMBER a ) (SIZE large-size ) pizza and i want a drizzle shrimp sauce and shrimp but (TOPPING no ) olives (TOPPING thanks ) ) )
2365,(ORDER can you order (PIZZAORDER (NUMBER 1 ) pie with (TOPPING tomato ) (TOPPING sauce ) (TOPPING olives ) and (TOPPING goat ) cheese please ) )
2366,(ORDER i would (PIZZAORDER take (NUMBER 1 ) (SIZE extra ) large (TOPPING green ) (TOPPING olives ) and (TOPPING sausage ) pie with no (NOT (TOPPING pineapple ) ) ) )
2367,(ORDER need medium (PIZZAORDER 1 pizza with double jalapeño papers and onion and (NUMBER two ) (DRINKTYPE coke ) ) )
2368,(ORDER hey over me (PIZZAORDER (NUMBER two ) (STYLE me ) vegan pies with (TOPPING green ) (TOPPING pepper ) and (TOPPING garlic ) powder ) )
2369,(ORDER i'm in (PIZZAORDER the mood for a peas (NUMBER and ) (TOPPING lemon ) zest (TOPPING pizza ) (TOPPING without ) ba leaves ) )
2370,(ORDER i feel (PIZZAORDER like having (NUMBER a ) pie with (TOPPING mushy ) peas sundries (TOPPING tomatoes ) and no (TOPPING broccoli ) ) )
2371,(ORDER i just want (PIZZAORDER (SIZE 12 ) (SIZE large-size ) pizzas with goat cheese (TOPPING and ) (TOPPING arugula ) ) )
2372,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE extra ) large pizza with gruyeres cheese and (TOPPING green ) peppers ) )
2373,(ORDER (PIZZAORDER my order for today is for (SIZE one ) (SIZE medium-size ) pizza with feta cheese (TOPPING and ) (TOPPING sweet ) potatoes one medium-size (NUMBER pizza ) (SIZE with ) feta cheese sweet potatoes (TOPPING and ) (TOPPING mushrooms ) and one medium pizza ) )
2374,(ORDER i'd be (PIZZAORDER interested in a al (NUMBER pie ) which has sweet corn (TOPPING and ) hot peppers (TOPPING tuna ) ) )
2375,(ORDER may (PIZZAORDER i please have (NUMBER a ) (SIZE personal ) (TOPPING cherry ) (TOPPING tomatoes ) pie with (QUANTITY extra ) (TOPPING hummus ) no red (NOT (TOPPING onion ) though ) ) )
2376,(ORDER i'll have (PIZZAORDER 1 me (NUMBER pie ) with salami olives (TOPPING and ) (TOPPING ham ) please ) )
2377,(ORDER i i'd (PIZZAORDER like to it a large-ize (NUMBER pizza ) (SIZE with ) red cabbage lion zest green (TOPPING peppers ) (TOPPING and ) hot peppers ) )
2378,(ORDER i need (PIZZAORDER to order (NUMBER a ) al pizza with prosciutto lemon zest mushrooms bacon and onions (TOPPING and ) (TOPPING one ) al (TOPPING ice ) tea (NUMBER with ) no sugar and one al iced tea ) )
2379,(ORDER tonight want (PIZZAORDER (NUMBER a ) pie with (TOPPING spicy ) (TOPPING red ) sauce and (TOPPING heavy ) (TOPPING on ) (TOPPING cheese ) with no (NOT (STYLE tuna ) ) ) )
2380,(ORDER (PIZZAORDER please i would like (SIZE a ) (SIZE medium-sized ) cheddar cheese (TOPPING and ) (TOPPING green ) olives (TOPPING pie ) with no peppers please ) )
2381,(ORDER i feel like (PIZZAORDER going with (NUMBER a ) (SIZE extra ) large size pizza with (TOPPING caramelized ) onions and a to of anchovies (TOPPING but ) no sausage please ) )
2382,(ORDER (PIZZAORDER make an orderer a pizza and make it medium-sized with goat cheese and (TOPPING bell ) papers (TOPPING definitely ) no chicken on (NOT (TOPPING there ) thanks much ) ) )
2383,(ORDER i wanted (PIZZAORDER t have (NUMBER a ) pizza with (STYLE new ) york (TOPPING stye ) and spiced (TOPPING sauce ) (TOPPING but ) avoid additional cheese (NOT (TOPPING please ) ) ) )
2384,(ORDER i'd like (PIZZAORDER a small (NUMBER margarita ) (SIZE pizza ) (STYLE with ) all the (STYLE meats ) and (TOPPING a ) large (NUMBER water ) ) )
2385,(ORDER (DRINKORDER get me please (NUMBER 1 ) (DRINKTYPE chocolate ) milk (NUMBER two ) (DRINKTYPE dr peppers ) and (NUMBER four ) (SIZE extra ) large (DRINKTYPE pepsi ) ) )
2386,(ORDER id like (PIZZAORDER (NUMBER a ) (SIZE large-size ) pie with just cucumber (QUANTITY and ) (TOPPING pepperoni ) (TOPPING no ) olives ) )
2387,(ORDER this afternoon i (PIZZAORDER need (NUMBER just ) (SIZE eight ) pizzas with (TOPPING tuna ) and smoked salmon but do not add (TOPPING balsamic ) glaze ) )
2388,(ORDER let me finalize (PIZZAORDER with a (NUMBER pie ) in me size along with arugula (TOPPING and ) ham (TOPPING but ) without olives ) )
2389,(ORDER (PIZZAORDER do me (NUMBER a ) favor and get me (NUMBER a ) (SIZE small ) pizza with (TOPPING pepperoni ) (TOPPING tomato ) and (TOPPING goat ) (TOPPING cheese ) ) )
2390,(ORDER (PIZZAORDER can you order me (NUMBER a ) (SIZE me ) yellow (TOPPING peppers ) pizza with (TOPPING high ) (TOPPING on ) (TOPPING cheese ) and no (NOT (TOPPING olives ) ) ) )
2391,(ORDER (PIZZAORDER for today please make me (NUMBER 3 ) (SIZE large ) Sparkling lemonade two pepsi (DRINKTYPE and ) (DRINKTYPE then ) five (NUMBER large ) (SIZE diet ) (DRINKTYPE cokes ) ) )
2392,(ORDER i feel (PIZZAORDER like ordering (NUMBER a ) (SIZE extra ) (TOPPING are ) (TOPPING cumin ) and (TOPPING italian ) (TOPPING sausage ) pie without (NOT (TOPPING banana ) peppers please ) ) )
2393,(ORDER i'm going (PIZZAORDER to go with a pizza (NUMBER with ) roasted garlic (TOPPING and ) bacon toppings (TOPPING but ) (TOPPING please ) don't put any onions on it ) )
2394,(ORDER (PIZZAORDER (NUMBER a ) pizza extra (SIZE large ) sized with light (QUANTITY roasted ) red peppers (TOPPING bay ) leaves and (TOPPING black ) olives added ) )
2395,(ORDER i would like (PIZZAORDER to try the (NUMBER a ) (SIZE small ) duck and (TOPPING ricotta ) (TOPPING cheese ) pizza and no (NOT (TOPPING onions ) please ) ) )
2396,(ORDER i'm ready (PIZZAORDER to have 10 pizzas (NUMBER with ) the arugula and (TOPPING blue ) cheese (TOPPING feta ) (TOPPING as ) my base please ) )
2397,(ORDER i'd (PIZZAORDER love to have a pizza (NUMBER with ) italian sausage (TOPPING hot ) peppers (TOPPING and ) carrots please ) )
2398,(ORDER (PIZZAORDER for today i just want (NUMBER a ) (STYLE thin ) crust (TOPPING beef ) pizza and no (NOT (TOPPING carrots ) please ) ) )
2399,(ORDER i'll o (PIZZAORDER with a lunch (NUMBER pie ) (SIZE along ) with parmesan and (TOPPING some ) a little cheese and pesto ) )
2400,(ORDER i prefer (PIZZAORDER to have (NUMBER six ) al pizzas with chard (TOPPING green ) bell peppers and (TOPPING pesto ) ) )
2401,(ORDER (PIZZAORDER (NUMBER 7 ) (SIZE extra ) (QUANTITY large ) (TOPPING shrimp ) and (TOPPING basil ) pizzas with a two liter of (TOPPING ice ) tea with no sugar ) )
2402,(ORDER i'll make (PIZZAORDER my choice as a al (NUMBER pizza ) with sauce ) )
2403,(ORDER i ned (PIZZAORDER (NUMBER a ) (SIZE extra ) large (STYLE gluten-free ) crust pepperoni ham (TOPPING and ) (TOPPING bacon ) pizza ) )
2404,(ORDER give me (PIZZAORDER (NUMBER a ) (TOPPING roasted ) (TOPPING tomatoes ) and (TOPPING low ) (TOPPING fat ) cheese pie with no (NOT (TOPPING red ) cabbage ) ) )
2405,(ORDER i'd like (PIZZAORDER to place an order for a large (NUMBER leeks ) (SIZE and ) prosciutto pie with (TOPPING extra ) cheese ) )
2406,(ORDER repeat my last (PIZZAORDER order of 13 tomato same and (TOPPING tuna ) pizza with light on the (NOT (TOPPING cheese ) ) ) )
2407,(ORDER (PIZZAORDER this order is for (NUMBER 4 ) (SIZE large ) (TOPPING pepperoni ) pizzas with onions and green (TOPPING olives ) and (NUMBER a ) two liter (CONTAINERTYPE bottle ) of dit pepsi ) )
2408,(ORDER (PIZZAORDER do me (NUMBER a ) favor and please put up (NUMBER a ) (SIZE extra ) are pizza with (TOPPING mushy ) peas and (TOPPING mushrooms ) without any peppers ) )
2409,(ORDER i would (PIZZAORDER like have (NUMBER a ) (SIZE extra ) large pie with (TOPPING mushrooms ) (TOPPING banana ) (TOPPING papers ) and no (NOT (TOPPING onions ) please ) ) )
2410,(ORDER lets get (PIZZAORDER (NUMBER a ) al pizza with (TOPPING pineapple ) (TOPPING sausage ) and no (NOT (TOPPING mushrooms ) ) ) )
2411,(ORDER (PIZZAORDER good evening how are you please put up 1 (DRINKTYPE diet coke ) and (NUMBER six ) fantasy with (SIZE extra ) large (DRINKTYPE diet sprite ) ) )
2412,(ORDER i want (PIZZAORDER you to put in an order for 14 (NUMBER me ) (SIZE size ) pizzas with (NUMBER three ) (DRINKTYPE Macchiatos ) ) )
2413,(ORDER (PIZZAORDER (NUMBER four ) al pizzas with duck and (TOPPING hot ) peppers ) )
2414,(ORDER i'm (PIZZAORDER leaning toward 1 pie (NUMBER which ) has meatball (TOPPING and ) (TOPPING roasted ) eggplant (TOPPING and ) i don't want onions ) )
2415,(ORDER i wish to (PIZZAORDER have 1 pizza with a little (STYLE banana ) (TOPPING peppers ) (TOPPING parsley ) and (TOPPING pepperoni ) thanks ) )
2416,(ORDER (PIZZAORDER let me finalize with 11 are pizzas i want pickled onions on all of them as well as ham thanks ) )
2417,(ORDER i (PIZZAORDER think i'll take 1 large (NUMBER olive ) (SIZE and ) (TOPPING red ) onions (TOPPING pizza ) with a medium (NUMBER coca-cola ) (SIZE and ) (DRINKTYPE ice tea ) ) )
2418,(ORDER repeat my favorite (PIZZAORDER order of (NUMBER a ) (SIZE large ) pie with green (TOPPING bell ) (TOPPING peppers ) and (TOPPING black ) olives but please leave off mint ) )
2419,(ORDER i have (PIZZAORDER (NUMBER one ) (SIZE small ) pie with (TOPPING broccoli ) and (TOPPING shrimp ) but avoid (NOT (TOPPING parmesan ) ) ) )
2420,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium-size ) pizza with green canadian (TOPPING con ) (TOPPING green ) bell peppers (TOPPING canadian ) (TOPPING con ) (TOPPING and ) onions ) )
2421,(ORDER have a (PIZZAORDER (SIZE personal ) pizza for (TOPPING toppings ) i want gree peppers no onions and i want the mexican style i love that that's it ) )
2422,(ORDER i like (PIZZAORDER (NUMBER a ) (SIZE extra ) large pizza with (QUANTITY extra ) (TOPPING lamb ) and (TOPPING red ) (TOPPING cabbage ) and no (NOT (TOPPING bacon ) please ) ) )
2423,(ORDER i would (PIZZAORDER like have (NUMBER 1 ) pizza and some (QUANTITY extra ) (TOPPING shrimp ) cucumber but please avoid roasted tomatoes ) )
2424,(ORDER can i order (PIZZAORDER (NUMBER a ) pizza and make it veggies love style (TOPPING also ) i want additional peppers but no pesto that's all ) )
2425,(ORDER ill try (PIZZAORDER the (NUMBER a ) (SIZE lunch ) pizza i'd love pesto on it and i love vegetarian please do not put any truffle oil on there i don't like truffle oil ) )
2426,(ORDER i'd love (PIZZAORDER to try out a pan (NUMBER pizza ) (STYLE topped ) with parmesan and (TOPPING chicken ) ) )
2427,(ORDER i would (PIZZAORDER take (NUMBER a ) al pizza with (TOPPING cheddar ) (TOPPING cheese ) (TOPPING black ) (TOPPING olive ) but no (NOT (TOPPING parsley ) ) ) )
2428,(ORDER let me (PIZZAORDER pick (NUMBER a ) (SIZE large ) with pickled onions (TOPPING bacon ) (TOPPING and ) a (NUMBER drizzle ) cheese ) )
2429,(ORDER please put up (PIZZAORDER (NUMBER 1 ) (SIZE personal ) pie with truffle oil tuna (TOPPING and ) (TOPPING olives ) ) )
2430,(ORDER (PIZZAORDER let me (TOPPING pick ) (TOPPING pepperoni ) loves without (NOT (TOPPING chicken ) in small pizza ) ) )
2431,(ORDER i (PIZZAORDER would love to have (NUMBER a ) (SIZE extra ) large pizza along with (TOPPING yellow ) (TOPPING peppers ) (TOPPING parmesan ) but hold blue (NOT (TOPPING cheese ) ) ) )
2432,(ORDER i'm in (PIZZAORDER the mood to try two dr (NUMBER paper ) and one large (NUMBER pizza ) (SIZE with ) carrots roasted (TOPPING eggplant ) and mushrooms on it ) )
2433,(ORDER i would (PIZZAORDER like to try (NUMBER 9 ) pizzas with gruyeres cheese (TOPPING and ) (TOPPING everything ) peppers ) )
2434,(ORDER (PIZZAORDER i've decided on a al (NUMBER onions ) and (TOPPING hot ) peppers (TOPPING pizza ) ) )
2435,(ORDER (PIZZAORDER i thin i'll order a medium-size (NUMBER margarita ) (SIZE pizza ) and two small Hot chocolate ) )
2436,(ORDER lt me (PIZZAORDER try (NUMBER a ) (SIZE large-size ) pizza and i'll try it with poppy seeds pepperoni as well as (TOPPING tuna ) thanks a lot ) )
2437,(ORDER let's go with (PIZZAORDER two medium-size (SIZE pizzas ) with a tiny bi of sausage (STYLE and ) no artichokes ) )
2438,(ORDER (PIZZAORDER put in the order for (NUMBER a ) (SIZE al ) (SIZE size ) pie with (TOPPING green ) (TOPPING peppers ) and (TOPPING green ) (TOPPING bell ) peppers without any (NOT (QUANTITY double ) (NOT (TOPPING cheese ) ) ) )
2439,(ORDER (PIZZAORDER (NUMBER 3 ) media pizzas with (TOPPING carrots ) (TOPPING basil ) and (TOPPING ground ) beef ) )
2440,(ORDER i'll try (PIZZAORDER the fifteen bottle of ice teas (TOPPING with ) no sugar and one large (NUMBER pizza ) (SIZE with ) hundred tomatoes (TOPPING and ) (TOPPING black ) olives ) )
2441,(ORDER have a (PIZZAORDER pie with (QUANTITY extralarge ) sized along (SIZE with ) hamburger and (TOPPING chicken ) but (TOPPING no ) supreme ) )
2442,(ORDER i wanted (PIZZAORDER (NUMBER a ) al (TOPPING green ) (TOPPING bel ) (TOPPING peppers ) pizza with (QUANTITY a ) (STYLE tiny ) bit (QUANTITY of ) (TOPPING cheese ) and no (NOT (TOPPING peppers ) please ) ) )
2443,(ORDER i only (PIZZAORDER ant (NUMBER a ) (SIZE medium-sized ) prawns and sweet (TOPPING corn ) pizza with spicy red sauce ) )
2444,(ORDER id like (PIZZAORDER (NUMBER six ) cans of water and (NUMBER three ) (SIZE medium ) pizzas with (TOPPING roasted ) red onion and (TOPPING cherry ) tomatoes on them ) )
2445,(ORDER lets get (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING feta ) (TOPPING cheese ) (TOPPING tomato ) but hold duck ) )
2446,(ORDER i feel (PIZZAORDER like ordering (NUMBER eight ) (SIZE small ) (TOPPING sausage ) and (TOPPING bacon ) pizzas and add (NUMBER two ) (SIZE large ) match late to go with it ) )
2447,(ORDER i'd (PIZZAORDER be happy with 1 al pizza with tomato sure (TOPPING onions ) and (TOPPING pineapple ) ) )
2448,(ORDER i'd like (PIZZAORDER to put in an order for a personal (NUMBER tofu ) (SIZE chicken ) tuna pie ) )
2449,(ORDER (PIZZAORDER could you place arrange for (NUMBER a ) (SIZE medium ) pie with (TOPPING chicken ) and (STYLE lot ) (QUANTITY of ) (TOPPING cheese ) without (NOT (TOPPING onion ) ) ) )
2450,(ORDER (PIZZAORDER let's make it a al (NUMBER carrots ) (TOPPING and ) pepperoni pie (TOPPING with ) a lot f cheese on (TOPPING it ) ) )
2451,(ORDER (PIZZAORDER couldyou please arrange for 3 (NUMBER me ) (SIZE parmesan ) (STYLE thin ) crust pizzas and two carry (DRINKTYPE pepsi ) ) )
