id,tops,order
2339,(ORDER (PIZZAORDER for today i just (NUMBER want ) (SIZE 5 ) (SIZE extra ) large pizzas with (TOPPING pepperoni ) and sausage (SIZE one ) (SIZE extra ) large pizza with sausage and mushrooms and one large pizza with sausage and green ) ),for today i just want 5 extra large pizzas with pepperoni and sausage one extra large pizza with sausage and mushrooms and one large pizza with sausage and green peppers
2340,(ORDER i'll (PIZZAORDER go ahead and order a sall pizza (TOPPING with ) lettuce trufle oil (TOPPING and ) more cheese ) ),i'll go ahead and order a sall pizza with lettuce trufle oil and more cheese
2341,(ORDER i need (PIZZAORDER you to order me (NUMBER one ) meium pizza and make that with banana (TOPPING peppers ) and caramelized (TOPPING onions ) but leave off the olives if you can ) ),i need you to order me one meium pizza and make that with banana peppers and caramelized onions but leave off the olives if you can
2342,(ORDER (PIZZAORDER (NUMBER 14 ) lage pizzas with bbq (TOPPING chicken ) and sweet potatoes ) ),14 lage pizzas with bbq chicken and sweet potatoes
2343,(ORDER could i settle (PIZZAORDER on (SIZE a ) (SIZE extra ) large pizza with (TOPPING mushrooms ) and (QUANTITY extra ) (TOPPING cheese ) but no (NOT (TOPPING sausage ) ) ) ),could i settle on a extra large pizza with mushrooms and extra cheese but no sausage
2344,(ORDER (PIZZAORDER place my order for (NUMBER a ) exta large cheeseburger and olies pizza with peppers ) ),place my order for a exta large cheeseburger and olies pizza with peppers
2345,(ORDER (PIZZAORDER good evening i want to order (SIZE a ) (SIZE medium-size ) pizza with mushrooms green (TOPPING olives ) (TOPPING but ) do not add tuna (TOPPING in ) that ) ),good evening i want to order a medium-size pizza with mushrooms green olives but do not add tuna in that
2346,(ORDER fetch me (PIZZAORDER (NUMBER a ) (SIZE small ) pie with (TOPPING beef ) and (TOPPING prosciutto ) but no heavy on cheese please ) ),fetch me a small pie with beef and prosciutto but no heavy on cheese please
2347,(ORDER i would like (PIZZAORDER to try the (NUMBER a ) pizza with (TOPPING ricotta ) (TOPPING cheese ) ) ),i would like to try the a pizza with ricotta cheese
2348,(ORDER i will (PIZZAORDER get (NUMBER four ) (STYLE combination ) pizzas with (STYLE all ) the (TOPPING meats ) on them ) ),i will get four combination pizzas with all the meats on them
2349,(ORDER (PIZZAORDER i think i'll order a medium-size (SIZE banana ) (SIZE pepper ) pizza with (STYLE feta ) and black olives (TOPPING a ) large (TOPPING all ) the veggies (SIZE pizza ) (SIZE and ) three large coconut waer ) ),i think i'll order a medium-size banana pepper pizza with feta and black olives a large all the veggies pizza and three large coconut waer
2350,(ORDER can i have (PIZZAORDER (NUMBER a ) (STYLE med ) pizza and please for toppings i'll take peppers and red onon and i'd like big meat thank you ) ),can i have a med pizza and please for toppings i'll take peppers and red onon and i'd like big meat thank you
2351,(ORDER i just want (PIZZAORDER eleven pizzas with (TOPPING red ) (TOPPING peppers ) and (TOPPING chicken ) and leave off the (NOT (TOPPING mushrooms ) ) ) ),i just want eleven pizzas with red peppers and chicken and leave off the mushrooms
2352,(ORDER (PIZZAORDER can you sort out (NUMBER 1 ) (SIZE lunch ) pizza with (TOPPING roasted ) tomatoes and (TOPPING crrots ) 1 lunch (SIZE pizza ) with ham (TOPPING and ) pineapple and two (SIZE medium ) (SIZE lemon ) ice tea ) ),can you sort out 1 lunch pizza with roasted tomatoes and crrots 1 lunch pizza with ham and pineapple and two medium lemon ice tea
2353,(ORDER (PIZZAORDER for this afternoon i think i'd like a lunch (NUMBER pizza ) (SIZE and ) i want grlic powder lttle cheese (TOPPING and ) also some ham as (TOPPING well ) all of that thanks ) ),for this afternoon i think i'd like a lunch pizza and i want grlic powder lttle cheese and also some ham as well all of that thanks
2354,(ORDER please may i (PIZZAORDER have (NUMBER a ) pizza along with (TOPPING ham ) dep dish (TOPPING but ) no broccoli ) ),please may i have a pizza along with ham dep dish but no broccoli
2355,(ORDER i will (PIZZAORDER go for (NUMBER a ) pie in xl size with pckled onions (TOPPING and ) ham (TOPPING but ) without chicken ) ),i will go for a pie in xl size with pckled onions and ham but without chicken
2356,(ORDER i'll just (PIZZAORDER take (NUMBER 12 ) komucha with five xl diet sprites (NUMBER and ) (NUMBER one ) (DRINKTYPE coke ) ) ),i'll just take 12 komucha with five xl diet sprites and one coke
2357,(ORDER i need (PIZZAORDER to have (NUMBER a ) (SIZE lunch ) sun-dried tomatoes (TOPPING pie ) (TOPPING with ) red onion (TOPPING and ) oegano ) ),i need to have a lunch sun-dried tomatoes pie with red onion and oegano
2358,(ORDER i want (PIZZAORDER to (SIZE a ) (SIZE large-size ) pizza with tomatoes and (TOPPING italian ) sausage (TOPPING no ) (TOPPING jalepeos ) ) ),i want to a large-size pizza with tomatoes and italian sausage no jalepeos
2359,(ORDER (PIZZAORDER my order for today is fr thre (NUMBER medium-size ) (SIZE peppers ) pizzas ) ),my order for today is fr thre medium-size peppers pizzas
2360,(ORDER (PIZZAORDER let's make t a cumin (NUMBER and ) bacon extra arge pizza (TOPPING and ) a pineapple and (NUMBER cumin ) medium pizza ) ),let's make t a cumin and bacon extra arge pizza and a pineapple and cumin medium pizza
2361,(ORDER this order is (PIZZAORDER for (NUMBER a ) (SIZE lunch ) pizza with chad and i guess (TOPPING mushrooms ) and please hold the (NOT (TOPPING bacon ) that's great ) ) ),this order is for a lunch pizza with chad and i guess mushrooms and please hold the bacon that's great
2362,(ORDER (PIZZAORDER hello today i'd like to order a large-size (SIZE red ) (SIZE onion ) and red (TOPPING cabbage ) (TOPPING pie ) with (TOPPING no ) (TOPPING black ) olives please ) ),hello today i'd like to order a large-size red onion and red cabbage pie with no black olives please
2363,(ORDER (PIZZAORDER let's deide on 1 extra large (SIZE pizza ) (SIZE with ) roasted eggplant and (TOPPING onions ) (TOPPING and ) a second extra large (SIZE pizza ) (SIZE with ) roasted eggplant and mushrooms ) ),let's deide on 1 extra large pizza with roasted eggplant and onions and a second extra large pizza with roasted eggplant and mushrooms
2364,(ORDER (PIZZAORDER we need (NUMBER a ) (SIZE large-size ) pizza and i want a drizzle (NUMBER srimp ) sauce and srimp but no (TOPPING olives ) thanks ) ),we need a large-size pizza and i want a drizzle srimp sauce and srimp but no olives thanks
2365,(ORDER can ou order (PIZZAORDER (NUMBER 1 ) pie with (TOPPING tomatoe ) (TOPPING sauce ) (TOPPING olives ) (TOPPING and ) goat (TOPPING cheese ) (TOPPING please ) ) ),can ou order 1 pie with tomatoe sauce olives and goat cheese please
2366,(ORDER i would (PIZZAORDER take (NUMBER 1 ) (SIZE extra ) lrge green (TOPPING olives ) (TOPPING and ) sausage (TOPPING pie ) with no pineapple ) ),i would take 1 extra lrge green olives and sausage pie with no pineapple
2367,(ORDER ineed medium (PIZZAORDER (NUMBER 1 ) (SIZE pizza ) with doble jalepeno pepers (TOPPING and ) onion and two coke ) ),ineed medium 1 pizza with doble jalepeno pepers and onion and two coke
2368,(ORDER (PIZZAORDER hey orer me (NUMBER two ) (STYLE med ) vegan pies with (TOPPING green ) pepper and (TOPPING garlic ) pwder ) ),hey orer me two med vegan pies with green pepper and garlic pwder
2369,(ORDER i'm in (PIZZAORDER the mood for a peas (NUMBER and ) (TOPPING lemon ) zest (TOPPING pizza ) (TOPPING without ) ba leaves ) ),i'm in the mood for a peas and lemon zest pizza without ba leaves
2370,(ORDER i feel (PIZZAORDER lke having a (NUMBER pie ) with mushy (TOPPING peas ) sun-dried tomatoes (TOPPING and ) no broccoli ) ),i feel lke having a pie with mushy peas sun-dried tomatoes and no broccoli
2371,(ORDER i just want (PIZZAORDER (SIZE 12 ) (SIZE large-size ) pizzas with goat cheese (TOPPING and ) (TOPPING arugula ) ) ),i just want 12 large-size pizzas with goat cheese and arugula
2372,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE extra ) lrge pizza with gruyere cheese and green (TOPPING peppers ) ) ),1 extra lrge pizza with gruyere cheese and green peppers
2373,(ORDER (PIZZAORDER my order for today is for (SIZE one ) (SIZE medium-size ) pizza with feta cheese (TOPPING and ) (TOPPING sweet ) potatoes one medium-size (NUMBER pizza ) (SIZE with ) feta cheese sweet potatoes (TOPPING and ) (TOPPING mushrooms ) and one medium pizza ) ),my order for today is for one medium-size pizza with feta cheese and sweet potatoes one medium-size pizza with feta cheese sweet potatoes and mushrooms and one medium pizza with feta cheese and green peppers
2374,(ORDER i'd be (PIZZAORDER interested in a xl (NUMBER pie ) which has sweet corn (TOPPING and ) hot peppers (TOPPING tuna ) ) ),i'd be interested in a xl pie which has sweet corn and hot peppers tuna
2375,(ORDER (PIZZAORDER may i please have (NUMBER a ) prsonal cherry tomatoes (TOPPING pie ) (TOPPING with ) extra hummus (QUANTITY no ) (TOPPING red ) onios though ) ),may i please have a prsonal cherry tomatoes pie with extra hummus no red onios though
2376,(ORDER i'll have (PIZZAORDER 1 med (NUMBER pie ) (STYLE with ) salami olives (TOPPING and ) (TOPPING ham ) please ) ),i'll have 1 med pie with salami olives and ham please
2377,(ORDER (PIZZAORDER i 'd like to gt a (NUMBER large-ize ) (SIZE pizza ) with red cabbage lmon zest (TOPPING green ) peppers and hot peppers ) ),i 'd like to gt a large-ize pizza with red cabbage lmon zest green peppers and hot peppers
2378,(ORDER i need (PIZZAORDER to order (NUMBER a ) xl pizza with prosciutto lemon zest mushrooms bacon and onions (TOPPING and ) (TOPPING one ) xl (TOPPING ice ) tea (NUMBER with ) no sugar and one xl iced tea ) ),i need to order a xl pizza with prosciutto lemon zest mushrooms bacon and onions and one xl ice tea with no sugar and one xl iced tea
2379,(ORDER tonight want (PIZZAORDER (NUMBER a ) pie with (TOPPING spicy ) (TOPPING red ) sauce and (TOPPING heavy ) (TOPPING on ) (TOPPING cheese ) with no (NOT (STYLE tuna ) ) ) ),tonight  want a pie with spicy red sauce and heavy on cheese with no tuna
2380,(ORDER (PIZZAORDER please i would like (SIZE a ) (SIZE medium-sized ) cheddar cheese (TOPPING and ) (TOPPING green ) olives (TOPPING pie ) with no peppers please ) ),please i would like a medium-sized cheddar cheese and green olives pie with no peppers please
2381,(ORDER i feel (PIZZAORDER like going with (NUMBER a ) extr large (SIZE size ) pizza with caramelized (TOPPING onions ) and a ot of anchovies but (TOPPING no ) sausage please ) ),i feel like going with a extr large size pizza with caramelized onions and a ot of anchovies but no sausage please
2382,(ORDER (PIZZAORDER make an orderfor a (NUMBER pizza ) and make it medium-sized (SIZE with ) goat cheese and bell (TOPPING pepers ) definitely (TOPPING no ) chicken on there (NOT (TOPPING thanks ) much ) ) ),make an orderfor a pizza and make it medium-sized with goat cheese and bell pepers definitely no chicken on there thanks much
2383,(ORDER i wanted (PIZZAORDER t have (NUMBER a ) pizza with new york (TOPPING stye ) and spicyred (QUANTITY sauce ) (TOPPING but ) (TOPPING avoid ) aditional cheese please ) ),i wanted t have a pizza with new york stye and spicyred sauce but avoid aditional cheese please
2384,(ORDER i'd like (PIZZAORDER a small (NUMBER margarita ) (SIZE pizza ) (STYLE with ) all the (STYLE meats ) (STYLE and ) (TOPPING a ) large (NUMBER wter ) ) ),i'd like a small margarita pizza with all the meats and a large wter
2385,(ORDER (DRINKORDER get me please (NUMBER 1 ) (DRINKTYPE chocolate ) milk (NUMBER two ) (DRINKTYPE dr peppers ) and (NUMBER four ) (SIZE extra ) large (DRINKTYPE pepsis ) ) ),get me please 1 chocolate milk two dr peppers and four extra large pepsis
2386,(ORDER id like (PIZZAORDER (NUMBER a ) (SIZE large-size ) pie with just cucumber (QUANTITY and ) (TOPPING pepperoni ) (TOPPING no ) olives ) ),id like a large-size pie with just cucumber and pepperoni no olives
2387,(ORDER (PIZZAORDER this afternoon i eed just (SIZE eiht ) pizzas with tuna and smoked salmon but do not add balsamic glaze ) ),this afternoon i eed just eiht pizzas with tuna and smoked salmon but do not add balsamic glaze
2388,(ORDER let me finalize (PIZZAORDER with a (NUMBER pie ) in med size along with arugla (TOPPING and ) ham (TOPPING but ) without olives ) ),let me finalize with a pie in med size along with arugla and ham but without olives
2389,(ORDER (PIZZAORDER do me (NUMBER a ) favor and (TOPPING get ) me (NUMBER a ) smal pizza with pepperoni (TOPPING tomato ) (TOPPING and ) goat (TOPPING cheese ) ) ),do me a favor and get me a smal pizza with pepperoni tomato and goat cheese
2390,(ORDER (PIZZAORDER can ou order me (NUMBER a ) (STYLE med ) yellw peppers (TOPPING pizza ) with ligh on (TOPPING cheese ) (TOPPING and ) no olives ) ),can ou order me a med yellw peppers pizza with ligh on cheese and no olives
2391,(ORDER (PIZZAORDER for today please mak me 3 (NUMBER large ) (SIZE Sparkling ) lemonade two pepsis (NUMBER and ) (DRINKTYPE then ) five (NUMBER large ) (SIZE diet ) (SIZE cokes ) ) ),for today please mak me 3 large Sparkling lemonade two pepsis and then five large diet cokes
2392,(ORDER i feel (PIZZAORDER like ordering (NUMBER a ) (SIZE extra ) (TOPPING arge ) cumin (TOPPING and ) italian (TOPPING sausage ) pie without banana (NOT (TOPPING peppers ) please ) ) ),i feel like ordering a extra arge cumin and italian sausage pie without banana peppers please
2393,(ORDER i'm going (PIZZAORDER to go with a pizza (NUMBER with ) roasted garlc and (TOPPING bacon ) toppings but please (TOPPING don't ) (TOPPING put ) any onions on it ) ),i'm going to go with a pizza with roasted garlc and bacon toppings but please don't put any onions on it
2394,(ORDER (PIZZAORDER (NUMBER a ) pizza extra (SIZE large ) sized with light (QUANTITY roasted ) red peppers (TOPPING bay ) leaves and (TOPPING black ) olives added ) ),a pizza extra large sized with light roasted red peppers bay leaves and black olives added
2395,(ORDER i would like (PIZZAORDER to try the (NUMBER a ) (SIZE small ) duck and (TOPPING ricotta ) (TOPPING cheese ) pizza and no (NOT (TOPPING onions ) please ) ) ),i would like to try the a small duck and ricotta cheese pizza and no onions please
2396,(ORDER i'm ready (PIZZAORDER to have 10 pizzas (NUMBER with ) the arugula and (TOPPING blue ) cheese (TOPPING feta ) (TOPPING as ) my base please ) ),i'm ready to have 10 pizzas with the arugula and blue cheese feta as my base please
2397,(ORDER i'd (PIZZAORDER love to have a pizza (NUMBER with ) italian sausage (TOPPING hot ) peppers and carots please ) ),i'd love to have a pizza with italian sausage hot peppers and carots please
2398,(ORDER (PIZZAORDER for today i just want (NUMBER a ) (STYLE thin ) crust (TOPPING beef ) pizza and no crrots please ) ),for today i just want a thin crust beef pizza and no crrots please
2399,(ORDER i'll o (PIZZAORDER with a lunh (NUMBER pie ) along with parmasean and some (TOPPING a ) little cheese and pesto ) ),i'll o with a lunh pie along with parmasean and some a little cheese and pesto
2400,(ORDER i prefer (PIZZAORDER to have (NUMBER six ) xl pizzas with chard (TOPPING green ) bell peppers and (TOPPING pesto ) ) ),i prefer to have six xl pizzas with chard green bell peppers and pesto
2401,(ORDER (PIZZAORDER (NUMBER 7 ) (SIZE extra ) (QUANTITY large ) (TOPPING shrimp ) and (TOPPING basil ) pizzas with a two liter of (TOPPING ice ) tea with no sugar ) ),7 extra large shrimp and basil pizzas with a two liter of ice tea with no sugar
2402,(ORDER i'll make (PIZZAORDER my choice as a xl (NUMBER pizza ) with sauce ) ),i'll make my choice as a xl pizza with sauce
2403,(ORDER i ned (PIZZAORDER (NUMBER a ) (STYLE exra ) large (SIZE gluten-free ) crust pepperoni ham and (TOPPING bacon ) pizza ) ),i ned a exra large gluten-free crust pepperoni ham and bacon pizza
2404,(ORDER giv me a (PIZZAORDER (NUMBER roasted ) (TOPPING tomatoes ) (TOPPING and ) low (TOPPING fat ) (TOPPING cheese ) pie with no red (NOT (TOPPING cabbge ) ) ) ),giv me a roasted tomatoes and low fat cheese pie with no red cabbge
2405,(ORDER i'd like (PIZZAORDER to place an order for a large (NUMBER leeks ) (SIZE and ) prosciutto pie with (TOPPING extra ) cheese ) ),i'd like to place an order for a large leeks and prosciutto pie with extra cheese
